"news_day","headline"
"2015-06-10","NVIDIA CORP <NVDA.O>: NOMURA CUTS TO NEUTRAL FROM BUY"
"2015-06-10","NVIDIA CORP <NVDA.O> SHARES DOWN 1.1 PCT AT $21.61 AFTER NOMURA CUTS RATING AND PRICE TARGET; STOCK AMONG TOP PERCENTAGE LOSERS ON THE S&P 500"
"2015-06-11","NVIDIA TO ACQUIRE TRANSGAMING'S CROSS-PLATFORM PORTABILITY TECHNOLOGY"
"2015-06-23","NVIDIA CORP <NVDA.O> SHARES DOWN 2.7 PCT AT $21.18; STOCK TOP PERCENTAGE LOSER ON THE NASDAQ 100"
"2015-07-01","NVIDIA CORP <NVDA.O> SHARES UP 3.2 PCT AT $20.74 IN EARLY TRADING; AMONG THE TOP PERCENTAGE GAINERS ON NASDAQ 100"
"2015-07-07","NVIDIA CORP <NVDA.O> SHARES DOWN 3.5 PCT AT $19.45 IN MORNING TRADING"
"2015-07-15","JUNIPER NETWORKS INC <JNPR.N> SAYS WORRALL WAS MOST RECENTLY AT NVIDIA CORPORATION"
"2015-07-31","NVIDIA CORP <NVDA.O> - ALSO ASKING CONSUMERS TO STOP USING THE RECALLED TABLET, EXCEPT AS NEEDED TO PARTICIPATE IN THE RECALL AND BACK UP DATA"
"2015-07-31","NVIDIA CORP <NVDA.O> SAYS RECALL DOES NOT AFFECT ANY OTHER NVIDIA PRODUCTS"
"2015-07-31","NVIDIA CORP <NVDA.O> SAYS VOLUNTARY RECALL OF ITS SHIELD� 8-INCH TABLETS THAT WERE SOLD BETWEEN JULY 2014 AND JULY 2015"
"2015-07-31","NVIDIA CORP <NVDA.O> SAYS HAS DETERMINED THAT THE BATTERY IN THESE TABLETS CAN OVERHEAT, POSING A FIRE HAZARD"
"2015-07-31","U.S. CONSUMER PRODUCT SAFETY COMMISSION - NVIDIA RECALLS ABOUT 83,000 NVIDIA SHIELD TABLET COMPUTERS DUE TO FIRE HAZARD"
"2015-07-31","U.S. CONSUMER PRODUCT SAFETY COMMISSION SAYS RECALL INVOLVES NVIDIA SHIELD TABLET COMPUTERS WITH 8-INCH TOUCH SCREENS"
"2015-07-31","U.S. CONSUMER PRODUCT SAFETY COMMISSION - IN ADDITION, 5,000 NVIDIA SHIELD TABLET COMPUTERS WERE SOLD IN CANADA"
"2015-08-03","NVIDIA <NVDA.O> : MACQUARIE RAISES TO OUTPERFORM FROM NEUTRAL; RAISES TARGET PRICE TO $24 FROM $22"
"2015-08-06","NVIDIA CORP <NVDA.O> SHARES DOWN 1.5 PCT AT $20.28 IN EARLY TRADE"
"2015-08-06","NVIDIA CORP <NVDA.O> Q2 REVENUE $1.153 BLN VS I/B/E/S VIEW $1.01 BLN"
"2015-08-06","NVIDIA CORP <NVDA.O> Q2 GAAP SHR $0.05"
"2015-08-06","NVIDIA CORP <NVDA.O> Q2 NON-GAAP SHR $0.34"
"2015-08-06","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR SECOND QUARTER FISCAL 2016"
"2015-08-06","NVIDIA CORP <NVDA.O> Q2 SHR VIEW $0.10 -- THOMSON REUTERS I/B/E/S"
"2015-08-06","NVIDIA CORP <NVDA.O> - QTRLY GROSS MARGIN 55.0% VS 56.7% IN Q1"
"2015-08-06","NVIDIA CORP <NVDA.O> - ""WE'RE WORKING WITH MORE THAN 50 COMPANIES THAT ARE EXPLORING NVIDIA DRIVE TO ENABLE SELF-DRIVING CARS"""
"2015-08-06","NVIDIA CORP <NVDA.O> SAYS Q3 CAPITAL EXPENDITURES ARE EXPECTED TO BE APPROXIMATELY $25 MILLION TO $35 MILLION"
"2015-08-06","NVIDIA CORP <NVDA.O> Q3 REV VIEW $1.10 BLN -- THOMSON REUTERS I/B/E/S"
"2015-08-06","NVIDIA CORP <NVDA.O> SEES Q3 REVENUE TO BE $1.18 BILLION, PLUS OR MINUS TWO PERCENT"
"2015-08-06","NVIDIA CORP <NVDA.O> - QTRLY NON GAAP GROSS MARGIN 56.6% VS 56.9% IN Q1"
"2015-08-06","NVIDIA CORP <NVDA.O> SEES Q3 GAAP AND NON-GAAP GROSS MARGINS TO BE 56.2 PERCENT AND 56.5 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2015-08-06","NVIDIA CORP <NVDA.O> - Q2 GAAP EPS ALSO INCLUDES A CHARGE OF $0.02 PER DILUTED SHARE RELATED TO THE NVIDIA SHIELD TABLET RECALL"
"2015-08-06","NVIDIA CORP <NVDA.O> - QTRLY GAAP EARNINGS INCLUDES CHARGE OF $0.19 PER DILUTED SHARE IN CONNECTION WITH DECISION TO WIND DOWN ICERA� MODEM OPERATIONS"
"2015-08-06","NVIDIA SHARES UP 5 PCT IN LATE TRADE AFTER QUARTERLY REPORT,  OUTLOOK"
"2015-08-06","NVIDIA CORP <NVDA.O> SALES OF PC GAMING SYSTEMS THIS YEAR ESTIMATED AT $28 BLN; CONTINUED EXPANSION EXPECTED- CONFCALL"
"2015-08-06","NVIDIA CORP <NVDA.O> Q2 AUTOMOTIVE REVENUE ROSE 76% YEAR ON YEAR TO $71 MILLION-CONFCALL"
"2015-08-06","NVIDIA CORP <NVDA.O> Q2 ENTERPRISE GRAPHICS AND VIRTUALIZATION REVENUE DECLINE 14% YEAR ON YEAR TO $187 MILLION-CONFCALL"
"2015-08-06","NVIDIA CORP <NVDA.O> Q2 GAMING REVENUE WAS 59% YEAR ON YEAR TO $661 MILLION-CONFCALL"
"2015-08-06","NVIDIA CORP <NVDA.O>: CANACCORD GENUITY RAISES PRICE TARGET TO $23 FROM $21; RATING HOLD"
"2015-08-07","NVIDIA CORP <NVDA.O>: BARCLAYS RAISES PRICE TARGET TO $21 FROM $20; RATING EQUAL WEIGHT"
"2015-08-07","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES PRICE TARGET TO $23 FROM $22; RATING HOLD"
"2015-08-07","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES PRICE TARGET TO $20 FROM $19; RATING HOLD"
"2015-08-07","NVIDIA CORP <NVDA.O>  : MORGAN STANLEY RAISES TARGET PRICE TO $21 FROM $18"
"2015-08-07","NVIDIA CORP <NVDA.O> SHARES UP 8.1 PCT AT $22.10 PREMARKET AFTER REPORTING RESULTS ON THURSDAY"
"2015-08-07","NVIDIA CORP <NVDA.O>: TOPEKA CAPITAL RAISES PRICE TARGET TO $24 FROM $23; RATING HOLD"
"2015-08-07","NVIDIA CORP <NVDA.O> : SUSQUEHANNA RAISES PRICE TARGET TO $20  FROM $19"
"2015-08-07","NVIDIA CORP <NVDA.O> : STIFEL RAISES TARGET PRICE TO $26 FROM $25"
"2015-08-07","NVIDIA CORP <NVDA.O>: ROTH CAPITAL RAISES TO BUY FROM NEUTRAL"
"2015-08-07","NVIDIA CORP <NVDA.O> SHARES EXTEND GAINS, NOW UP 9.1 PCT AT $22.31 IN EARLY TRADE"
"2015-08-07","NVIDIA CORP <NVDA.O> SHARES UP 9.7 PCT, AMONG TOP PCT GAINERS ON THE S&P 500"
"2015-08-07","NVIDIA CORP <NVDA.O> SHARES SEE HEAVY VOLUME IN EARLY TRADING"
"2015-08-07","NVIDIA CORP <NVDA.O> SAYS PIXAR ANIMATION STUDIOS IS LICENSING A SUITE OF NVIDIA TECHNOLOGIES RELATED TO IMAGE RENDERING"
"2015-08-07","NVIDIA CORP <NVDA.O> SAYS MULTI-YEAR STRATEGIC LICENSING AGREEMENT GIVES PIXAR ACCESS TO NVIDIA'S QUASI-MONTE CARLO (QMC) RENDERING METHODS"
"2015-08-07","NVIDIA CORP <NVDA.O> SAYS AS PART OF THE AGREEMENT, NVIDIA WILL ALSO CONTRIBUTE RAY-TRACING TECHNOLOGY TO PIXAR'S OPENSUBDIV PROJECT"
"2015-08-20","NVIDIA SHARES DOWN 3.9 PCT IN AFTERNOON TRADING"
"2015-08-26","NVIDIA CORP SHARES UP 3.55% AT $21 IN MORNING TRADE"
"2015-08-27","NVIDIA CORP SHARES UP 2.06%  AT $22.26 PREMARKET"
"2015-08-28","NVIDIA CORP <NVDA.O>: RBC ASSUMES COVERAGE WITH SECTOR PERFORM RATING; $23 TARGET PRICE"
"2015-09-02","NVIDIA CORP SHARES UP 2.44% AT $22.09 IN AFTERNOON TRADE"
"2015-09-04","NVIDIA CORP SHARES DOWN 5.66% AT $21.01 PREMARKET"
"2015-09-08","NVIDIA CORP SHARES UP 3.03% AT $22.41 IN MORNING TRADE"
"2015-09-17","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES TO BUY FROM HOLD; RAISES PRICE TARGET TO $30"
"2015-09-17","NVIDIA <NVDA.O>: JEFFERIES SAYS MANY U.S. INVESTORS HAVEN'T YET INTERNALIZED HOW RAPIDLY THE ""ESPORTS"" INDUSTRY HAS GROWN"
"2015-09-17","NVIDIA CORP <NVDA.O> SHARES UP IN PREMARKET TRADE AFTER JEFFERIES RAISES RATING ON CO'S STOCK"
"2015-09-17","NVIDIA CORP <NVDA.O> SHARES UP 2.2 PCT AT $23.60 IN PREMARKET TRADE"
"2015-09-17","NVIDIA CORP SHARES UP 2.12 PCT AT $23.59 IN MORNING TRADE"
"2015-09-30","NVIDIA CORP <NVDA.O>: JMP SECURITIES RAISES PRICE TARGET TO $30 FROM $28; RATING MARKET OUTPERFORM"
"2015-09-30","NVIDIA CORP SHARES UP 2.5 PCT AT $24.3025 IN MORNING TRADE"
"2015-09-30","NVIDIA SHARES UP 4 PCT IN AFTERNOON TRADING"
"2015-10-01","NVIDIA CORP SHARES DOWN 2.72 PCT AT $23.98 IN MORNING TRADE"
"2015-10-06","NVIDIA CORP SHARES UP 1.1 PCT AT $25.70 IN MORNING TRADE, TOUCH FOUR-YEAR, EIGHT-MONTH HIGH OF $25.82"
"2015-10-12","NVIDIA CORP <NVDA.O>: ROTH CAPITAL TRANSFERS COVERAGE TO BRIAN ALGER; RATES STOCK NEUTRAL; TARGET PRICE $26"
"2015-10-22","IBM, UK STFC HARTREE CENTRE, NVIDIA AND MELLANOX LAUNCH HIGH PERFORMANCE COMPUTING POWER ACCELERATION AND DESIGN CENTER FOR BUSINESS"
"2015-10-22","NVIDIA CORP SHARES UP 2.81 PCT AT $28.18 IN MORNING TRADE"
"2015-10-27","BLOOBER TEAM SA <BLOP.WA> - ITS GAME 'LAYERS OF FEAR' TO BE DISTRIBUTED ON NVIDIA GEFORCE PLATFORM AS OF OCT. 27"
"2015-10-27","CORRECTED-OFFICIAL-BLOOBER TEAM SA <BLOP.WA> - ITS GAME 'LAYERS  OF FEAR' TO BE DISTRIBUTED ON NVIDIA GEFORCE PLATFORM NOW (ADDS  NOW) AS OF OCT. 27"
"2015-10-30","NVIDIA CORP <NVDA.O>: MORGAN STANLEY RAISES TARGET PRICE TO $28 FROM $21"
"2015-10-30","NVIDIA CORP <NVDA.O>: MORGAN STANLEY RAISES TO EQUAL-WEIGHT FROM UNDERWEIGHT"
"2015-11-03","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES TARGET PRICE TO $34 FROM $30"
"2015-11-03","NVIDIA CORP <NVDA.O>: NEEDHAM CUTS TO HOLD FROM BUY"
"2015-11-03","NVIDIA CORP <NVDA.O>: RAYMOND JAMES RAISES TARGET PRICE TO $33 FROM $27"
"2015-11-05","NVIDIA CORP <NVDA.O> Q4 SHR VIEW $0.28, REV VIEW $1.21 BLN -- THOMSON REUTERS I/B/E/S"
"2015-11-05","NVIDIA -FOR FISCAL 2017, INTENDS TO RETURN APPROXIMATELY $1.0 BILLION TO SHAREHOLDERS THROUGH ONGOING QUARTERLY CASH DIVIDENDS AND SHARE REPURCHASES"
"2015-11-05","NVIDIA CORP <NVDA.O> Q3 GAAP GROSS MARGIN 56.3% VS 55.0% IN Q2"
"2015-11-05","NVIDIA - Q4 GAAP AND NON-GAAP GROSS MARGINS ARE EXPECTED TO BE 56.7 PERCENT AND 57.0 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2015-11-05","NVIDIA CORP <NVDA.O> SAYS Q4 REVENUE IS EXPECTED TO BE $1.30 BILLION, PLUS OR MINUS TWO PERCENT"
"2015-11-05","NVIDIA CORP <NVDA.O> Q3 SHR VIEW $0.25 -- THOMSON REUTERS I/B/E/S"
"2015-11-05","NVIDIA CORP <NVDA.O> Q3 NON-GAAP SHR $0.46"
"2015-11-05","NVIDIA CORP <NVDA.O> Q3 REVENUE $1.305 BLN VS I/B/E/S VIEW $1.18 BLN"
"2015-11-05","NVIDIA CORP <NVDA.O> Q3 GAAP SHR $0.44"
"2015-11-05","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR THIRD QUARTER FISCAL 2016"
"2015-11-05","NVIDIA CORP <NVDA.O> Q3 NON-GAAP GROSS MARGIN 56.5% VS 56.6% IN Q2"
"2015-11-05","NVIDIA CORP <NVDA.O> SAYS ANNOUNCED AN 18 PERCENT INCREASE IN ITS QUARTERLY CASH DIVIDEND TO $0.115 PER SHARE FROM $0.0975 PER SHARE"
"2015-11-05","NVIDIA CORP <NVDA.O> SEES Q4 CAPITAL EXPENDITURES ARE EXPECTED TO BE APPROXIMATELY $20 MILLION TO $30 MILLION"
"2015-11-05","NVIDIA SHARES UP 6.6 PCT AFTER THE BELL FOLLOWING RESULTS"
"2015-11-05","NVIDIA CORP <NVDA.O>: RBC RAISES TARGET PRICE TARGET TO $32 FROM $23; RATING SECTOR PERFORM"
"2015-11-05","NVIDIA CORP <NVDA.O>: CANACCORD GENUITY RAISES TARGET PRICE TO $30 FROM $23; RATING HOLD"
"2015-11-05","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES TARGET PRICE TO $38 FROM $34; RATING BUY"
"2015-11-06","NVIDIA CORP <NVDA.O>: MORGAN STANLEY RAISES TARGET PRICE TO $30 FROM $28; RATING EQUAL-WEIGHT"
"2015-11-06","NVIDIA CORP <NVDA.O>: ROTH CAPITAL RAISES PRICE TARGET TO $30 FROM $26; RATING NEUTRAL"
"2015-11-06","NVIDIA CORP <NVDA.O>: JP MORGAN RAISES TARGET PRICE TO $31 FROM $24; RATING NEUTRAL"
"2015-11-06","NVIDIA CORP <NVDA.O>: BARCLAYS RAISES PRICE TARGET TO $23 FROM $21; RATING EQUAL WEIGHT"
"2015-11-06","NVIDIA CORP <NVDA.O>: BMO RAISES PRICE TARGET TO $30 FROM $20"
"2015-11-06","NVIDIA CORP <NVDA.O>: JMP SECURITIES RAISES PRICE TARGET TO $33 FROM $30; RATING MARKET OUTPERFORM"
"2015-11-06","NVIDIA CORP <NVDA.O>: WEDBUSH RAISES TARGET PRICE TO $31 FROM $24; RATING OUTPERFORM"
"2015-11-06","NVIDIA CORP <NVDA.O>: SUSQUEHANNA RAISES PRICE TARGET TO $25 FROM $20"
"2015-11-06","NVIDIA CORP <NVDA.O> SHARES UP 10.4 PCT AT $30.60 IN PREMARKET TRADE AFTER RESULTS ON THURSDAY; AT LEAST ELEVEN BROKERAGES RAISE PRICETARGET"
"2015-11-06","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES TARGET PRICE TO $25 FROM $20"
"2015-11-06","NVIDIA CORP <NVDA.O>: MKM PARTNERS RAISES TO BUY FROM NEUTRAL"
"2015-11-06","NVIDIA CORP <NVDA.O>: TOPEKA RAISES PRICE TARGET TO $32 FROM $24; RATING HOLD"
"2015-11-06","NVIDIA CORP <NVDA.O>: BMO RAISES TARGET PRICE TO $30 FROM $20"
"2015-11-06","NVIDIA CORP SHARES UP; TOUCHES A 7-YEAR HIGH OF $30.71 IN TRADING"
"2015-11-06","NVIDIA CORP SHARES UP 9.74 PCT AT $30.41 IN MORNING TRADE AFTER RESULTS ON THURSDAY"
"2015-11-06","NVIDIA CORP <NVDA.O> SHARES EXTEND GAINS, NOW UP 14.3 PCT AT $31.69 IN AFTERNOON TRADE AFTER RESULTS ON THURSDAY"
"2015-11-15","NVIDIA CORP <NVDA.O>: CANACCORD GENUITY RAISES TO BUY FROM HOLD"
"2015-11-15","NVIDIA CORP <NVDA.O>: CANACCORD GENUITY RAISES TARGET PRICE TO $35 FROM $30"
"2015-12-03","NVIDIA CORP <NVDA.O>: NOMURA RAISES PRICE TARGET TO $35 FROM $24; RATING NEUTRAL"
"2015-12-16","INFINERA CORP <INFN.O>, L BRANDS INC <LB.N>, NVIDIA CORP <NVDA.O> : MKM PARTNERS ADDS TO TOP STOCK PICKS FOR 2016"
"2016-01-04","NVIDIA BOOSTS IQ OF SELF-DRIVING CARS WITH WORLD'S FIRST IN-CAR ARTIFICIAL INTELLIGENCE SUPERCOMPUTER"
"2016-01-14","NVIDIA CORP <NVDA.O>: BARCLAYS RAISES PRICE TARGET TO $25 FROM $23"
"2016-01-14","NVIDIA CORP <NVDA.O>: BARCLAYS CUTS TO UNDERWEIGHT FROM EQUAL WEIGHT"
"2016-01-14","NVIDIA CORP SHARES DOWN 2.6 PCT AT $28.50 IN PREMARKET TRADE AFTER BARCLAYS CUTS RATING ON STOCK"
"2016-01-14","NVIDIA CORP SHARES EXTEND LOSESS FROM PREMARKET, NOW DOWN 4.07 PCT AT $28.07 IN MORNING TRADE AFTER BARCLAYS CUTS TO ""UNDERWEIGHT"""
"2016-01-21","NVIDIA - ALICLOUD, THE CLOUD COMPUTING BUSINESS OF ALIBABA GROUP, SIGNED A STRATEGIC PARTNERSHIP WITH NVIDIA"
"2016-01-21","PRESS RELEASE - ALICLOUD SIGNS STRATEGIC PARTNERSHIP WITH NVIDIA TO EXPAND HPC AND DEEP LEARNING MARKET"
"2016-01-21","NVIDIA -  THE TWO COMPANIES WILL COLLABORATE CLOSELY AROUND ALICLOUD HPC TO PROVIDE GPU-BASED CLOUD HPC PLATFORM IN CHINA"
"2016-02-12","NVIDIA CORP <NVDA.O>: WEDBUSH CUTS TARGET PRICE TO $30 FROM $31; RATING OUTPERFORM"
"2016-02-17","NVIDIA CORP <NVDA.O> Q4 REVENUE $1.4 BLN VS I/B/E/S VIEW $1.31 BLN"
"2016-02-17","NVIDIA CORP <NVDA.O> Q4 GAAP SHR $0.35"
"2016-02-17","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR THE FOURTH QUARTER AND FISCAL 2016"
"2016-02-17","NVIDIA CORP SEES Q1 FISCAL 2017 GAAP AND NON-GAAP GROSS MARGINS TO BE 57.2 PERCENT AND 57.5 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2016-02-17","NVIDIA CORP <NVDA.O> -  SEES Q1 GAAP AND NON-GAAP GROSS MARGINS TO BE 57.2 PERCENT AND 57.5 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2016-02-17","NVIDIA CORP <NVDA.O> Q1 REV VIEW $1.23 BLN -- THOMSON REUTERS I/B/E/S"
"2016-02-17","NVIDIA CORP <NVDA.O> - CAPITAL EXPENDITURES ARE EXPECTED TO BE APPROXIMATELY $35 MILLION TO $45 MILLION FOR FISCAL 2017"
"2016-02-17","NVIDIA CORP <NVDA.O> -  Q4 NON GAAP GROSS MARGIN 57.2 PCT VS 56.5 PCT IN Q3"
"2016-02-17","NVIDIA CORP <NVDA.O> Q4 NON-GAAP SHR $0.52"
"2016-02-17","NVIDIA CORP <NVDA.O> Q4 SHR VIEW $0.32 -- THOMSON REUTERS I/B/E/S"
"2016-02-17","NVIDIA CORP - FOR FISCAL 2017, NVIDIA INTENDS TO RETURN ABOUT $1.0 BILLION TO SHAREHOLDERS THROUGH QUARTERLY CASH DIVIDENDS AND SHARE REPURCHASES"
"2016-02-17","NVIDIA CORP <NVDA.O> SEES Q1 FY 2017 REVENUE TO BE $1.26 BILLION, PLUS OR MINUS TWO PERCENT"
"2016-02-17","NVIDIA CORP <NVDA.O> - QTRLY GAAP GROSS MARGIN 56.5% VS 56.3% IN Q3"
"2016-02-17","NVIDIA SHARES UP 5.8 PCT AFTER THE BELL FOLLOWING RESULTS"
"2016-02-17","SHARES OF NVIDIA UP 7 PCT IN EXTENDED TRADE AFTER QUARTERLY REPORT"
"2016-02-17","NVIDIA CORP <NVDA.O>: CANACCORD GENUITY RAISES TARGET PRICE TO $36 FROM $35; RATING BUY"
"2016-02-17","REFILE-NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES TARGET (NOT ""TRAGET"") PRICE TO $26 FROM $25; RATING HOLD"
"2016-02-17","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES TRAGET PRICE TO $26 FROM $25; RATING HOLD"
"2016-02-18","NVIDIA CORP <NVDA.O>: JP MORGAN RAISES TARGET PRICE TO $33 FROM $31; RATING NEUTRAL"
"2016-02-18","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES TARGET PRICE TO $40 FROM $38; RATING BUY"
"2016-02-18","NVIDIA CORP <NVDA.O>: SUSQUEHANNA RAISES TARGET PRICE TO $26 FROM $25; RATING NEUTRAL"
"2016-02-18","NVIDIA CORP <NVDA.O>: WEDBUSH RAISES TARGET PRICE TO $34 FROM $30; RATING OUTPERFORM"
"2016-02-18","NVIDIA CORP SHARES UP 8.1 PCT AT $29.90 IN PREMARKET TRADE AFTER RESULTS ON WEDNESDAY"
"2016-02-18","NVIDIA CORP SHARES ADD TO GAINS, NOW UP 9.29 PCT AT $30.23 IN MORNING TRADE AFTER RESULTS ON WEDNESDAY"
"2016-03-18","NVIDIA CORP SHARES UP 3.4 PCT AT $33.94 IN AFTERNOON TRADE; TOUCHES MORE THAN 8 YEAR-HIGH"
"2016-03-23","NVIDIA CORP - PURSUANT TO TERMS OF ASR AGREEMENT, NVIDIA WILL PAY $500 MLN TO BARCLAYS AND RECEIVE 12.1 MLN SHARES OF NVIDIA COMMON STOCK FROM BARCLAYS"
"2016-03-23","NVIDIA CORP <NVDA.O> SAYS WILL ACQUIRE SHARES UNDER ASR AGREEMENT AS PART OF ITS PREVIOUSLY ANNOUNCED INTENTION TO RETURN $1 BILLION TO SHAREHOLDERS "
"2016-03-23","NVIDIA CORP <NVDA.O> SAYS ENTERED INTO AN ACCELERATED SHARE REPURCHASE AGREEMENT WITH BARCLAYS BANK PLC - SEC FILING"
"2016-03-23","NVIDIA CORP SHARES UP 1.9 PCT AT $34.49 IN MORNING TRADE AFTER CO ENTERS ACCELERATED SHARE REPURCHASE AGREEMENT WITH BARCLAYS BANK PLC"
"2016-03-31","NVIDIA CORP <NVDA.O>: RBC RAISES TARGET PRICE TO $36 FROM $32; RATING SECTOR PERFORM"
"2016-04-01","NVIDIA CORP <NVDA.O>: RBC RAISES TARGET PRICE TO $36 FROM $32"
"2016-04-04","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES PRICE TARGET TO $42 FROM $40; RATING BUY"
"2016-04-05","NVIDIA CORP <NVDA.O>: B. RILEY RAISES TARGET PRICE TO $44 FROM $37; RATING BUY"
"2016-04-06","NVIDIA CORP <NVDA.O>: CANACCORD GENUITY RAISES TARGET PRICE TO $41 FROM $36; RATING BUY"
"2016-04-06","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES TARGET PRICE TO $30 FROM $26; RATING HOLD"
"2016-04-06","NVIDIA CORP <NVDA.O>: TOPEKA CAPITAL RAISES TARGET PRICE TO $36 FROM $32; RATING HOLD"
"2016-04-06","NVIDIA CORP <NVDA.O>: WEDBUSH RAISES TARGET PRICE TO $38 FROM $34"
"2016-04-06","NVIDIA CORP <NVDA.O>: RAYMOND JAMES RAISES TARGET PRICE TO $42 FROM $40"
"2016-04-07","NVIDIA CORP -  CFO COLETTE M. KRESS FY 2016 TOTAL  COMPENSATION WAS $4.9 MLN VS $5 MLN IN 2015 "
"2016-04-07","NVIDIA CORP <NVDA.O> SAYS CEO JEN-HSUN HUANG'S TOTAL COMPENSATION FOR FY 2016 WAS $10 MLN VS $9.3 MLN IN FY 2015 - SEC FILING "
"2016-05-02","NVIDIA AND SAMSUNG AGREE TO SETTLE ALL OUTSTANDING IP LITIGATION"
"2016-05-02","NVIDIA - SETTLEMENT INCLUDES LICENSING OF A SMALL NUMBER OF PATENTS BY EACH CO TO OTHER, BUT NO BROAD CROSS-LICENSING OF PATENTS OR OTHER COMPENSATION"
"2016-05-02","NVIDIA CORP <NVDA.O> - FURTHER DETAILS OF AGREEMENT ARE NOT BEING DISCLOSED"
"2016-05-02","NVIDIA CORP - AGREEMENT WILL LEAD TO IMMEDIATE DISMISSAL OF ALL PENDING LITIGATIONS IN U.S. DISTRICT COURTS, U.S. ITC AND U.S. PATENT OFFICES BETWEEN CO'S"
"2016-05-09","NVIDIA CORP <NVDA.O>: BMO RAISES TARGET PRICE TO $36 FROM $30"
"2016-05-12","NVIDIA CORP <NVDA.O> Q1 GAAP SHR $0.33"
"2016-05-12","NVIDIA CORP <NVDA.O> Q1 REVENUE $1.3 BLN VS I/B/E/S VIEW $1.26 BLN"
"2016-05-12","NVIDIA -FOR FISCAL 2017, INTENDS TO RETURN ABOUT $1.0 BLN TO SHAREHOLDERS THROUGH ONGOING QUARTERLY CASH DIVIDENDS AND SHARE REPURCHASES"
"2016-05-12","NVIDIA CORP <NVDA.O> Q1 NON-GAAP SHR $0.46"
"2016-05-12","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FIRST QUARTER FISCAL 2017"
"2016-05-12","NVIDIA CORP <NVDA.O> - Q1 NON-GAAP GROSS MARGIN 58.6 PCT VS 56.9 PCT "
"2016-05-12","NVIDIA CORP <NVDA.O> Q1 SHR VIEW $0.32 -- THOMSON REUTERS I/B/E/S"
"2016-05-12","NVIDIA CORP - 2017 GAAP AND NON-GAAP GROSS MARGINS ARE EXPECTED TO BE 57.7 PERCENT AND 58.0 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2016-05-12","NVIDIA CORP <NVDA.O> QTRLY GAAP GROSS MARGIN 57.5 PCT VS 56.7 PCT LAST YEAR"
"2016-05-12","NVIDIA CORP SAYS Q2 REVENUE IS EXPECTED TO BE $1.35 BLN, PLUS OR MINUS TWO PERCENT"
"2016-05-12","NVIDIA CORP SAYS Q2 GAAP AND NON-GAAP GROSS MARGINS ARE EXPECTED TO BE 57.7 PERCENT AND 58.0 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2016-05-12","NVIDIA SHARES UP 6 PCT AFTER THE BELL FOLLOWING RESULTS"
"2016-05-12","RPT-NVIDIA CORP SAYS Q2 GAAP AND NON-GAAP GROSS MARGINS ARE  EXPECTED TO BE 57.7 PERCENT AND 58.0 PERCENT, RESPECTIVELY, PLUS  OR MINUS 50 BASIS POINTS"
"2016-05-12","RPT-NVIDIA -FOR FISCAL 2017, INTENDS TO RETURN ABOUT $1.0 BLN TO  SHAREHOLDERS THROUGH ONGOING QUARTERLY CASH DIVIDENDS AND SHARE  REPURCHASES"
"2016-05-12","RPT-NVIDIA CORP <NVDA.O> - Q1 NON-GAAP GROSS MARGIN 58.6 PCT VS  56.9 PCT"
"2016-05-12","RPT-NVIDIA CORP SAYS Q2 REVENUE IS EXPECTED TO BE $1.35 BLN,  PLUS OR MINUS TWO PERCENT"
"2016-05-12","RPT-NVIDIA CORP <NVDA.O> QTRLY GAAP GROSS MARGIN 57.5 PCT VS  56.7 PCT LAST YEAR"
"2016-05-12","RPT-NVIDIA CORP <NVDA.O> Q1 SHR VIEW $0.32 -- THOMSON REUTERS  I/B/E/S"
"2016-05-12","RPT-NVIDIA CORP <NVDA.O> Q1 REVENUE $1.3 BLN VS I/B/E/S VIEW  $1.26 BLN"
"2016-05-12","RPT-NVIDIA CORP <NVDA.O> Q1 GAAP SHR $0.33"
"2016-05-12","RPT-NVIDIA CORP <NVDA.O> Q1 NON-GAAP SHR $0.46"
"2016-05-12","RPT-NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FIRST QUARTER FISCAL  2017"
